candidate_id,tweet_id,thread_id,customer_id,target_message,human_gold_label,human_notes
CAND_0176,1043550,1043550,366773,@SpotifyCares so my student discount has run for a year yet I’ve only just been found that out and I had no email I say it would go to £9.99 after that! and I’m in education for another 3 years so how can I get it again?,GENERAL_HOW_TO_INFO,
CAND_0177,1471765,1471766,461628,@SpotifyCares It will take all of one artist and not start it until toward the end of the shuffle every time. Is there a way to make it simply random?,FEATURE_FEEDBACK,
CAND_0178,2653056,2653056,358962,How do I unlink my @115888 account from devices I don’t use?,GENERAL_HOW_TO_INFO,
CAND_0179,1264086,1264086,297245,How to get your podcast on @115888 and how much does it cost? #podcasts,GENERAL_HOW_TO_INFO,
CAND_0180,1160869,1160869,393118,"@SpotifyCares I just signed up for Premium Family, entered the wrong Zip code. Changed in FB, but did change in Spotify. How do I fix this?",GENERAL_HOW_TO_INFO,
CAND_0181,563522,563522,251954,@SpotifyCares I see this great offer but how do I switch my account to it? No link in the add promo. https://t.co/FxLVuTyqUA,GENERAL_HOW_TO_INFO,
CAND_0182,1794735,1794735,539309,@SpotifyCares Trouble moving Spot App to SD card... how to do on Samsung S5,GENERAL_HOW_TO_INFO,
CAND_0183,2095103,2095103,127469,@125633 I know how to add a playlist to my profile but is it possible to create it as the artist and not as my personal account?,ARTIST_SUPPORT,
CAND_0184,492383,492383,232358,@3493 all my ads are in German how do I fix this?,APP_TECH_ISSUE,
CAND_0185,2080754,2080754,615319,@115888 - my son has lost all account details &amp; his phone.  How do I cancel Premium plse as he's also broken his phone &amp; I'm paying for it!,SUBSCRIPTION_BILLING,
CAND_0186,1658868,1658868,506118,"@SpotifyCares Hi, is there a way to exclude songs in some certain languages from getting into my Discover weekly playlist?",GENERAL_HOW_TO_INFO,
CAND_0187,2183058,2183063,639474,"@SpotifyCares I get that it’s a great showcase for new music and labels want their tracks on it, however, it would be great to still keep the mix of old, or give us another discover playlist for older/classic (not brand new) tracks. Happy with either option",FEATURE_FEEDBACK,
CAND_0188,2175409,2175409,637765,@SpotifyCares why did 397 of my songs just decide to uninstall?,APP_TECH_ISSUE,
CAND_0189,1453978,1453978,387828,Hey @115888 do jazz musicians a favour by adding a search category for jazz standards instead of dumping recordings of a tune in 'songs',FEATURE_FEEDBACK,
CAND_0190,2139004,2139004,629098,"@115888 why does my playlist start over every time I get out of my car , then leave again? #aggrivated",APP_TECH_ISSUE,
CAND_0191,1876063,1876063,560061,"Hey @115888 , if I make a playlist of Blade Runner 2049 songs ""All About That Bass"" is not a thematically appropriate suggested song.",FEATURE_FEEDBACK,
CAND_0192,1250620,1250622,413413,@SpotifyCares Well when I try to play music it says it can't play at the moment And when it does play it plays 1 song then it stops after the song is over,APP_TECH_ISSUE,
CAND_0193,113822,113815,141280,@SpotifyCares I want A Button you press and then all the songs on your playlist change places randomly.,FEATURE_FEEDBACK,
CAND_0194,250748,250748,175595,@SpotifyCares got a question. Does behind the lyrics work on samsung galaxy s5 ?,GENERAL_HOW_TO_INFO,
CAND_0195,2059817,2059817,536056,"Anyone or @115888 know why the plays on some tracks are ""&lt;1,000"" #ThingsThatMakeYouGoHmmm #spotify",CONTENT_CATALOG,
CAND_0196,2747462,2747463,769323,Like what's the best song from The Cure - Bloodflowers @115888? Tell me.,UNKNOWN_OTHER,
CAND_0197,1865839,1865839,557431,".@115888 Any idea why @38290's Track ""When You Come Back Down"" is unavailable?",CONTENT_CATALOG,
CAND_0198,830834,830834,317844,@115888 I need the new st vincent album right nOW,CONTENT_CATALOG,
CAND_0199,1526258,1526257,473999,"@SpotifyCares But still, if a normal playlist can have over 10,000 songs, why can’t the Songs section do the same?",FEATURE_FEEDBACK,
CAND_0200,1942805,1942807,577674,"@SpotifyCares It’s usually okay, but now every 5 minutes or so random music blares out (on full volume) - for headphone users like me, it’s horrible.",APP_TECH_ISSUE,
