candidate_id,tweet_id,ai_label,ai_reasoning,ai_confidence
CAND_0129,2049949,CONTENT_CATALOG,"CONTENT_CATALOG — listener wants a group photo corrected on an artist's page. Listener asking for a group photo correction on an artist's profile, genuine artist-vs-content boundary example. (Competing intent considered: ARTIST_SUPPORT.)",MEDIUM
CAND_0130,326809,UNKNOWN_OTHER,"UNKNOWN_OTHER — pure thanks for a past accommodation, no active request. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0131,2280200,UNKNOWN_OTHER,UNKNOWN_OTHER — Announces that a support request exists ('I have a customer support request') without ever stating what it is. (Competing intent considered: no reliably determinable intent.),LOW
CAND_0132,1906064,APP_TECH_ISSUE,"APP_TECH_ISSUE — context ('often forgets my favorite songs') clarifies this describes a data/sync loss malfunction, not an unresolvable message.",HIGH
CAND_0133,1699326,UNKNOWN_OTHER,"UNKNOWN_OTHER — self-resolved ('It's working now, nvm'). (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0134,2240443,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — context shows an ongoing request to control app auto-startup behavior; 'still not what I want' is a continuation of that request, not closure.",HIGH
CAND_0135,2725157,APP_TECH_ISSUE,"APP_TECH_ISSUE — context shows this is a continuation of an active troubleshooting thread ('tried everything, forums, the lot').",HIGH
CAND_0136,508845,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — . Wants a specific (already-catalogued) song placed on a curated playlist; curation/placement request, not catalog absence. (Competing intent considered: CONTENT_CATALOG.)",MEDIUM
CAND_0137,2021155,UNKNOWN_OTHER,"UNKNOWN_OTHER — 'i would love that @115888 hire me' is a joke, not a genuine feature/policy request. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0138,1868960,CONTENT_CATALOG,"CONTENT_CATALOG — 'bring back [specific artist]'s music' concerns a specific catalog item being unavailable, not a product-behavior change -- distinct from generic 'bring back preview'-style feature requests. (Competing intent considered: FEATURE_FEEDBACK.)",MEDIUM
CAND_0139,2616773,FEATURE_FEEDBACK,FEATURE_FEEDBACK — Explicit forward-looking request for Spotify to partner with an audiobook service to bundle music and reading under one subscription — a new-capability request.,HIGH
CAND_0140,2614482,FEATURE_FEEDBACK,FEATURE_FEEDBACK — Explicit 'please add an option to block' request for a new shuffle-filtering control that does not exist today.,HIGH
CAND_0141,199164,CONTENT_CATALOG,"CONTENT_CATALOG — wants a specific album added to the catalog, matches the 'When's lemonade going on Spotify?' pattern. (Competing intent considered: FEATURE_FEEDBACK.)",MEDIUM
CAND_0142,778555,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — Explicit '[Spotify] should' request that the whole app be redesigned to match a specific playlist's aesthetic — a design-change request, not a bug report.",HIGH
CAND_0143,2210887,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — Explicit request to add a confirmation prompt before the download button executes, framed as a new safeguard, not a report that the button itself is broken.",HIGH
CAND_0144,2492522,UNKNOWN_OTHER,"UNKNOWN_OTHER — sarcastic banter about a competitor's map in a geography-availability thread, not an actionable request. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0145,2052028,FEATURE_FEEDBACK,FEATURE_FEEDBACK — Explicit 'bring back' request for LG TV app support that was previously removed.,HIGH
CAND_0146,2289771,FEATURE_FEEDBACK,FEATURE_FEEDBACK — Explicit 'bring back' request for the lyrics feature plus a request to add another artist's catalog into the app.,HIGH
CAND_0147,426789,FEATURE_FEEDBACK,FEATURE_FEEDBACK — Explicit 'wish there was a function to' request for a new artist-blocking capability in shuffle/radio.,HIGH
CAND_0148,339551,CONTENT_CATALOG,"CONTENT_CATALOG — wants a specific song added to the catalog, not a product-behavior change. (Competing intent considered: FEATURE_FEEDBACK.)",MEDIUM
CAND_0149,674465,FEATURE_FEEDBACK,FEATURE_FEEDBACK — Explicit '[Spotify] should also do' request for a new music-video capability that does not currently exist.,HIGH
CAND_0150,2841195,APP_TECH_ISSUE,"APP_TECH_ISSUE — primary complaint is a malfunctioning concurrent-session/pause behavior on a family plan; the secondary 'would love to change username' request is a minor FEATURE_FEEDBACK-flavored add-on, not the primary support need.",HIGH
CAND_0151,1758258,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO — asking whether gift cards work with family plan.,HIGH
CAND_0152,1914366,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO — asking how to get a presale code.,HIGH
CAND_0153,1366571,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — Confirms the payment was actually deducted (not merely pending) for a still-inactive Premium entitlement, directly continuing the disputed-charge/unfulfilled-entitlement thread from the prior message. (Competing intent considered: context-dependent; the terse confirmation only reads as a billing dispute against the preceding message.)",MEDIUM
CAND_0154,1900609,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING — States a specific charge (annual subscription) was taken but the paid Premium entitlement is not functioning — a direct paid-entitlement-not-received complaint.,HIGH
CAND_0155,1807209,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — Despite the sarcastic 'Thanks,' this states a concrete billing complaint: charged the standard student rate ($4.99) even though their school wasn't a selectable option, i.e. a specific disputed/incorrect charge. (Competing intent considered: UNKNOWN_OTHER/conversational-closure (the sarcastic 'Thanks' opener) resolved to SUBSCRIPTION_BILLING because a concrete charge dispute is stated.)",MEDIUM
CAND_0156,689585,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO — 'am I able to have this applied' is an eligibility question with no stated charge dispute.,HIGH
CAND_0157,765647,APP_TECH_ISSUE,"APP_TECH_ISSUE — describes the payment-method flow incorrectly routing to a student-verification screen -- a technical flow error, not a billing dispute.",HIGH
CAND_0158,560014,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — the stated blocker is forgetting the account email/address used, an identity-recovery issue, not a billing dispute.",HIGH
CAND_0159,1960584,APP_TECH_ISSUE,"APP_TECH_ISSUE — describes a malfunction (family-plan member's Spotify not working, recurring), not a billing dispute.",HIGH
CAND_0160,2756263,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — Reports 'issues getting premium for students' without specifying whether the problem is a charge, an eligibility question, or a signup error; defaulted to SUBSCRIPTION_BILLING as the most likely reading given no explicit how-to phrasing or error description. (Competing intent considered: GENERAL_HOW_TO_INFO or APP_TECH_ISSUE are also plausible given the vague phrasing.)",MEDIUM
CAND_0161,2125232,UNKNOWN_OTHER,"UNKNOWN_OTHER — off-topic presale-code request unrelated to a Spotify support action. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0162,2070027,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING — States a specific expected discount (50% via a promo) was not honored and the customer was charged full price — a disputed-charge case.,HIGH
CAND_0163,172534,GENERAL_HOW_TO_INFO,"GENERAL_HOW_TO_INFO — asks why a payment method is unavailable by region -- an informational/geography question, no disputed charge stated.",HIGH
CAND_0164,727009,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING — States a specific unwanted charge (a full year instead of the trial) and explicitly requests cancellation — a disputed-charge/cancellation case.,HIGH
CAND_0165,2310896,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — States a specific charge for Premium Family that never actually activated, despite troubleshooting attempts — an unfulfilled paid-entitlement case.",HIGH
CAND_0166,1875268,ACCOUNT_ACCESS,ACCOUNT_ACCESS — Standalone login failure: correct credentials are rejected as 'not associated with Spotify' — a direct account-access/authentication problem.,HIGH
CAND_0167,877450,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — Reports the account showing as inactive, which blocks normal use of the account; read as an account-status/access problem rather than a stated billing dispute since no charge is mentioned. (Competing intent considered: SUBSCRIPTION_BILLING is also plausible if 'not active' reflects a lapsed paid entitlement rather than an access block.)",MEDIUM
CAND_0168,1705041,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — Customer cannot update their own account info because the flow redirects to Facebook where the info is already correct — an inability to manage the account, which the guide's ACCOUNT_ACCESS definition explicitly covers ('inability to access or manage their account'). (Competing intent considered: APP_TECH_ISSUE is also plausible, since the underlying cause is a broken redirect rather than a login/credential problem.)",MEDIUM
CAND_0169,2420496,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — account shows as Free despite active payment, matches the paid-entitlement-not-received pattern directly.",HIGH
CAND_0170,2787996,ACCOUNT_ACCESS,ACCOUNT_ACCESS — Standalone explicit request to recover account access after being locked out for extended absence — a direct access-recovery case.,HIGH
CAND_0171,339556,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — Reports the password-reset email is sent in the wrong language, i.e. a defect inside the account-recovery mechanism itself; kept under ACCOUNT_ACCESS since it concerns that specific recovery flow. (Competing intent considered: APP_TECH_ISSUE is also plausible, since the complaint is really about a localization bug rather than being unable to regain access.)",MEDIUM
CAND_0172,1898838,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — This is a fragment that appears to quote an in-app message ('...Account, so you may need to update your payment details') referencing a suspicious payment-failure email, continuing the preceding message about never having signed up to pay. Read as SUBSCRIPTION_BILLING because it centers on a payment-details dispute, but the message is low-clarity/fragmentary enough to warrant caution. (Competing intent considered: ACCOUNT_ACCESS.)",LOW
CAND_0173,2544113,GENERAL_HOW_TO_INFO,"GENERAL_HOW_TO_INFO — hypothetical informational question, no current problem.",HIGH
CAND_0174,1269717,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING — wants to upgrade to a multi-device plan.,HIGH
CAND_0175,2794551,ACCOUNT_ACCESS,"ACCOUNT_ACCESS — Standalone report of being fully locked out — cannot log in, cannot access the recovery email, cannot reset the password — a clear access/recovery case.",HIGH
CAND_0176,1043550,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO — The student discount lapsed with no advance warning and the price increased; the explicit final ask ('how can I get it again?') frames this as a request for re-enrollment instructions rather than a demand to reverse a specific past charge. (Competing intent considered: SUBSCRIPTION_BILLING is also plausible given the stated price increase.),MEDIUM
CAND_0177,1471765,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — complaint about shuffle repeating one artist before randomizing -- an algorithmic-shuffle-behavior complaint per the guide's recommendation/personalization rule, not a how-to question. (Competing intent considered: CONTENT_CATALOG.)",MEDIUM
CAND_0178,2653056,GENERAL_HOW_TO_INFO,"GENERAL_HOW_TO_INFO — the original message's interpretability depends entirely on an image that cannot be verified, so a confident intent label could not be reliably assigned. New candidate is a self-contained, unambiguous how-to question needing no external image.",HIGH
CAND_0179,1264086,GENERAL_HOW_TO_INFO,"GENERAL_HOW_TO_INFO — Standalone how-to/eligibility question about the podcast-submission process and its cost, with no error or charge involved.",HIGH
CAND_0180,1160869,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO — Standalone how-to question about correcting a self-entered zip code in account settings; no malfunction or charge is described.,HIGH
CAND_0181,563522,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO — Asks how to enroll in an advertised offer with no link provided — matches the guide's promotion boundary rule that 'how to enroll/use an existing promotion' is GENERAL_HOW_TO_INFO.,HIGH
CAND_0182,1794735,GENERAL_HOW_TO_INFO,"GENERAL_HOW_TO_INFO — Phrased as an instructions request ('how to do on Samsung S5') for moving the app to an SD card, though 'Trouble' could also imply an attempted-and-failed action. (Competing intent considered: APP_TECH_ISSUE is also plausible if the customer already attempted this and it failed, per the guide's how-to-vs-malfunction line.)",MEDIUM
CAND_0183,2095103,ARTIST_SUPPORT,"ARTIST_SUPPORT — asks how to create a playlist 'as the artist' rather than as a personal account -- a creator-side workflow question, not a listener how-to question.",HIGH
CAND_0184,492383,APP_TECH_ISSUE,"APP_TECH_ISSUE — ads appearing in the wrong language is a localization malfunction, not a settings how-to question.",HIGH
CAND_0185,2080754,SUBSCRIPTION_BILLING,"SUBSCRIPTION_BILLING — explicit request to cancel Premium because the customer is paying for it -- a subscription-cancellation action, not a how-to question.",HIGH
CAND_0186,1658868,FEATURE_FEEDBACK,FEATURE_FEEDBACK — wants control over what appears in an algorithmic playlist -- a personalization-control request per the guide's explicit rule. (Competing intent considered: CONTENT_CATALOG.),MEDIUM
CAND_0187,2183058,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — wants a second/alternate algorithmic discovery playlist for older music -- a personalization/behavior request, not a missing-content report. (Competing intent considered: CONTENT_CATALOG.)",MEDIUM
CAND_0188,2175409,APP_TECH_ISSUE,APP_TECH_ISSUE — '397 of my songs just decide to uninstall' is a direct match to the guide's own 'downloaded songs keep disappearing' malfunction example.,HIGH
CAND_0189,1453978,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — wants a new search/browse category -- a product-behavior change per the guide's explicit 'new way to browse, sort, filter' -> FEATURE_FEEDBACK rule. (Competing intent considered: CONTENT_CATALOG.)",MEDIUM
CAND_0190,2139004,APP_TECH_ISSUE,APP_TECH_ISSUE — playlist unexpectedly resets.,HIGH
CAND_0191,1876063,FEATURE_FEEDBACK,FEATURE_FEEDBACK — algorithmic-recommendation-mismatch complaint.,HIGH
CAND_0192,1250620,APP_TECH_ISSUE,APP_TECH_ISSUE — playback stops after one song.,HIGH
CAND_0193,113822,FEATURE_FEEDBACK,FEATURE_FEEDBACK — requests a new shuffle-button capability.,HIGH
CAND_0194,250748,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO — asking if a feature works on a specific device.,HIGH
CAND_0195,2059817,CONTENT_CATALOG,CONTENT_CATALOG — Asks why specific tracks show unusually low play counts — a question about the catalog's displayed metadata for those tracks. (Competing intent considered: GENERAL_HOW_TO_INFO is also plausible since it is phrased as a general 'why' question rather than a request to fix specific content.),MEDIUM
CAND_0196,2747462,UNKNOWN_OTHER,"UNKNOWN_OTHER — casual chat request, not a support action. (Competing intent considered: the substantive topic mentioned in the message, if any, were it read as an actionable request instead of closure/off-topic chatter.)",MEDIUM
CAND_0197,1865839,CONTENT_CATALOG,CONTENT_CATALOG — Standalone question about why one specific track is unavailable — a direct match to the guide's own catalog-availability examples.,HIGH
CAND_0198,830834,CONTENT_CATALOG,CONTENT_CATALOG — Standalone request for a specific new album to be made available — matches the guide's 'when's lemonade going on Spotify' catalog-addition pattern.,HIGH
CAND_0199,1526258,FEATURE_FEEDBACK,"FEATURE_FEEDBACK — wants the Songs-section size limit changed, matching the guide's 'Remove my music limits! It's dumb' -> FEATURE_FEEDBACK example directly. (Competing intent considered: CONTENT_CATALOG.)",MEDIUM
CAND_0200,1942805,APP_TECH_ISSUE,"APP_TECH_ISSUE — Describes ad audio suddenly blaring at full volume every few minutes, explicitly noting it is 'usually okay' — i.e. an intermittent malfunction in the ad-playback volume, not a stated objection to having ads at all. (Competing intent considered: FEATURE_FEEDBACK is also plausible if read as an ad-policy complaint, but 'usually okay, but now' signals inconsistent/malfunctioning behavior per the guide's intermittent-vs-by-design rule.)",MEDIUM
