candidate_id,tweet_id,thread_id,customer_id,target_message,preceding_context,provisional_intent,boundary_tags,rule_coverage_tags,representative_or_targeted,context_dependent,unknown_subtype,thread_length,target_message_length,selection_reason,review_notes,is_fanout_thread
CAND_0078,1100179,1100179,379579,".@115888 Do you spot it? Never seen a typo on your platform! I guess even YOU can't be perfect..(But you still are to me.) ""Big White Gate"" https://t.co/pYV5pJXmvT",,UNKNOWN_OTHER,,,targeted,False,irrelevant/off-topic,2,163,"casual observation about a text easter egg, not a support request",,False
CAND_0079,2384908,2384908,559405,Heya @SpotifyCares can you recommend me a Friday playlist?,,UNKNOWN_OTHER,,,targeted,False,irrelevant/off-topic,2,58,casual chat asking the support account to personally recommend a playlist -- not a genuine support action,,False
CAND_0080,263526,263528,178803,@SpotifyCares Germany i guess,"Customer: @SpotifyCares Hello, i have a Problem. The album ""Blyat"" from a German Music Artist should be released on Spotify.  But not in my App. | Customer: @SpotifyCares @SpotifyCares What could i do? | SpotifyCares: @178803 Hey there! Just to check, are you referring to Cyka Blyat by DJ Blyatman? /JP | Customer: @SpotifyCares No. Capital Bra | Customer: @SpotifyCares  https://t.co/v7fYDh8Oru | SpotifyCares: @178803 Thanks for clarifying! Just to check, what country is your account set to? /JP",UNKNOWN_OTHER,,,targeted,True,ambiguous,8,29,'Germany i guess' is a genuine answer to a context question but so terse/uncertain in isolation it is included as a hard borderline case for annotator judgment,borderline: could reasonably resolve via context like its sibling 263524; kept as a deliberately hard case,False
CAND_0081,67724,67684,821792,"@SpotifyCares Dear Mr/Ms, already 2 day i'm try to register a new account but can't, why? please help me and thank you.",,ACCOUNT_ACCESS,,closure_vs_actionable,targeted,False,,91,119,contains closing/thanking language ('please help me and thank you') but is a genuine unresolved actionable registration failure -- direct real-world test of Edge Case 4 in the non-closure direction,"sourced from a fan-out thread; candidate is self-contained and requires no preceding context, so it is safe to use per the fan-out exception",True
CAND_0082,2440986,2440986,700059,@117153 paguei Premium e a minha conta está Free.,,SUBSCRIPTION_BILLING,,multilingual,targeted,False,,3,49,Portuguese: 'paguei Premium e a minha conta esta Free' -- paid for Premium but account is Free; near-exact parallel to the guide's own English example,,False
CAND_0083,211091,211091,165998,Tidak bisa save spotify ke SD padahal memory masih available. @118266 @SpotifyCares,,APP_TECH_ISSUE,,multilingual,targeted,False,,16,83,Indonesian: cannot save to SD card despite available memory -- technical malfunction,,False
CAND_0084,1067218,1067218,371847,@191335 merhaba internete bağlı olmama rağmen bu çıkıyor sitenizde uygulamayı silip yükleyin demişsiniz 3 kez yaptım düzelmedi https://t.co/mfnBMDyjqL,,APP_TECH_ISSUE,,multilingual,targeted,False,,2,150,Turkish: reports an app error persisting after being told to reinstall three times,,False
CAND_0085,2385606,2385606,687555,@118266 tadi dapet promo 3 bulan 4.000 kok mau di bayar jadi 49.999 ribuan gimana ini min,,SUBSCRIPTION_BILLING,,"multilingual,promotion_three_way",targeted,False,,2,89,Indonesian: charged full price after a promotional rate was expected -- disputed charge,,False
CAND_0086,44426,44426,125858,"@118266 haiii Spotify.. please help. Akun saya tidak bisa diakses, padahal akun tsb sudah saya daftarkan ke premium. Saya sudah masukkan username dan password yg benar tapi ditolak, saat akan reset password, email saya terdaftar di username lain. Gmn ya? #sedih",,ACCOUNT_ACCESS,,multilingual,targeted,False,,5,261,Indonesian: account inaccessible despite being registered for premium -- access issue,,False
CAND_0087,44402,44402,125852,"Hai @118266, kok gagal terus yaa? Dibilangnya pulsa tidak mencukupi, padahal pulsa lebih dari cukup https://t.co/PnP3gHQRCJ",,SUBSCRIPTION_BILLING,,"multilingual,tech_in_billing_flow",targeted,False,,5,123,Indonesian: payment repeatedly fails claiming insufficient balance despite sufficient balance -- technical error inside a payment flow,,False
CAND_0088,1160844,1160842,393113,@SpotifyCares Thanks! Windows 10 Pro version 1703. Spotify 1.0.66.478.g1296534d,"Customer: @SpotifyCares the audio problems we're having with Windows, Spotify, and Bluetooth devices are really bad. Help?! | SpotifyCares: @393113 Hi Shelly! The cavalry's here. Can you send us a bit more info on what's happening? We'll see what we can do /AU | Customer: @SpotifyCares We’re getting the can’t play current song error. If I remove the speaker then reinstall it, Spotify plays for about a minute. Then stops. | Customer: @SpotifyCares After any Windows update we need to reset the audio playback or Spotify won’t play. | SpotifyCares: @393113 Hmm. Could you let us know the Windows and Spotify versions you're using? We'll see what we can suggest /JO",APP_TECH_ISSUE,,,representative,True,,9,79,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0089,207208,207212,165017,@SpotifyCares It’s was after an iOS update,"Customer: What’s wrong with Spotify’s volume? It’s gone all the way down @SpotifyCares | SpotifyCares: @165017 Hey there! What device, operating system, and version of Spotify is this happening on? Let us know - we'll lend a hand /SY | Customer: @SpotifyCares Same as everything on this thread 👇🏾👇🏾

 https://t.co/3FWCYdN3rd | SpotifyCares: @165017 Thanks! If you could tell us the exact iOS version your iPhone is running on, that'd be awesome 😉 /SY | Customer: @SpotifyCares 11.0.2 | SpotifyCares: @165017 Awesome. When did this start happening? Was it after an app or iOS update? /SY",APP_TECH_ISSUE,,,representative,True,,9,42,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0090,1517179,1517181,472002,"@SpotifyCares iPhone 6s+, 8.4.20.535","Customer: Hey @115888, long time loyal user, don't turn my autoplay back on after I've turned it off. | SpotifyCares: @472002 Hey Ian, sorry to hear that. Can you let us know the device, operating system, and Spotify version you're using? We'll check backstage /JE",APP_TECH_ISSUE,,,representative,True,,4,36,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0091,566276,566277,252746,@SpotifyCares macOS High Sierra 10.13.2 Public Beta (Build 17C79a). Spotify 1.0.68.407.g6864aaaf.,Customer: @115888 @SpotifyCares Why does Spotify on macOS keep opening itself on start up? I have set the advanced setting to No but it keeps resetting itself. Making me mad and I'll switch to Apple Music if this app keeps opening without my permission. | SpotifyCares: @252746 Hey Nick! The cavalry's here. Can you let us know the macOS and Spotify version you're using? We'll see what we can suggest /KB,APP_TECH_ISSUE,,,representative,True,,6,97,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0092,1986649,1986649,588070,"Welp I hit the 3,333 offline cap on @115888 today. I have plenty of space left too. Please increase the cap or completely remove it Spotify",,FEATURE_FEEDBACK,,,representative,False,,2,139,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",explicit request to raise/remove the offline-download cap -- corrected from heuristic APP_TECH_ISSUE,False
CAND_0093,877460,877465,328302,@SpotifyCares Even gives this message for songs that I have downloaded as a local file. Music from other artists plays fine https://t.co/mLrOxl8B5A,"Customer: @SpotifyCares For some strange reason Spotify won't let me listen to Emeli Sandé songs | SpotifyCares: @328302 Hey Sander, we'd love to help! Can you let us know what country your account is set to? /JP | Customer: @SpotifyCares The Netherlands | SpotifyCares: @328302 Thanks! Her songs should be available in your country. Can you send us a screenshot of any error messages you're getting? /JP",APP_TECH_ISSUE,,,representative,True,,7,147,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0094,2319364,2319364,672273,"If you’re a big company that is serious about your apps and still haven’t shipped a version that supports the bigger iPhone X display then you are definitely doing something wrong. Ping @115888, @1511, @33740, @117634, @91052 etc",,FEATURE_FEEDBACK,,,representative,False,,2,229,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",criticizes missing iPhone X display support -- corrected from heuristic APP_TECH_ISSUE,False
CAND_0095,1336200,1336201,431699,@SpotifyCares Another questions:if I download an album w/ 12 songs does it count as 13 because of the album?I think I read that somewhere but I’m not sure,"Customer: @SpotifyCares I think I’ve asked this before, how many songs can be downloaded before the maximum is reached? #Idownloadtoomanysongs | SpotifyCares: @431699 1: Hey Liam! You can save up to 10k tracks in Your Library. With Premium, you can also download up to 3,333 songs on 3 different devices... | SpotifyCares: @431699 2: for offline listening. There's a suggestion on Spotify Ideas to increase the 3,333 track limit: https://t.co/Z9OErWpTNz /MA",GENERAL_HOW_TO_INFO,,,representative,True,,5,154,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",asking how download-count accounting works -- corrected from heuristic APP_TECH_ISSUE,False
CAND_0096,1928395,1928395,573883,"@117153 
When will your desktop application support IPv6?",,FEATURE_FEEDBACK,,,representative,False,,2,57,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",requests future IPv6 support -- corrected from heuristic APP_TECH_ISSUE,False
CAND_0097,2397299,2397299,689952,@SpotifyCares Any ideas why I can’t listen to Spotify through the Bluetooth in my car after the update?,,APP_TECH_ISSUE,,,representative,False,,4,103,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0098,2913925,2913925,806638,@115888 can’t play anything that isn’t downloaded 😤😤😤😤😤 iPhone 7 with the latest app update,,APP_TECH_ISSUE,,,representative,False,,2,91,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0099,1036658,1036658,365225,@115888 I think Spotify is great and app is better than Apple Music. I have to move to Apple due lack of Apple Watch support. Help? :(,,FEATURE_FEEDBACK,,,representative,False,,2,134,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",missing Apple Watch platform support -- corrected from heuristic APP_TECH_ISSUE,False
CAND_0100,343656,343656,197794,What is matter with Spotify?? Keep crashing.. searching.. @SpotifyCares,,APP_TECH_ISSUE,,,representative,False,,6,71,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0101,199142,199142,162928,"@SpotifyCares Hei S! For like the first time ever in years, the stream is cracking and producing weird noises. Both on LTE and WiFi. Any idea? iOS 11.1 on 6s.",,APP_TECH_ISSUE,,,representative,False,,4,158,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0102,2215938,2215938,647447,@115888 hey wanna update your new music?,,UNKNOWN_OTHER,,,representative,False,ambiguous,2,40,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was APP_TECH_ISSUE, heuristic 'update' match): 'hey wanna update your new music?' does not reliably describe a malfunction, request, or how-to question; genuinely ambiguous.",False
CAND_0103,1442524,1442524,454712,@SpotifyCares 2/2 error message: dit nummer is niet beschikbaar. Als het op je computer staat kun je het importeren. - FYI: OK on phone - tx,,APP_TECH_ISSUE,,,representative,False,,2,140,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0104,1053967,1053969,369025,"@SpotifyCares Thanks!

LG G6 - Android 7.0
Spotify version: 8.4.24.871 arm V7","Customer: @SpotifyCares I have my Spotify set to offline mode, but it's playing some songs not downloaded. Help! | SpotifyCares: @369025 Hi Leslie, help's here! Can you let us know your device's make/model, operating system, and Spotify version? /GT",APP_TECH_ISSUE,,,representative,True,,9,77,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0105,224859,224857,169721,"@SpotifyCares USA.  The iPhone app says ""an unknown error has occurred.""  I also tried switching phone and laptop from wifi to a phone network.  No change","Customer: @SpotifyCares Can't create an account.  Firefox, Chrome, iPhone:  ""oops something went wrong"".  I give up. | SpotifyCares: @169721 Hey Brandon! Can you try clearing your browser's cache/cookies? See if that helps /RH | Customer: @SpotifyCares Chrome reset to defaults gets an endless spinner.  So does an Incognito window. | SpotifyCares: @169721 Alright. What country are you in? Have you also tried using a different device? That might do the trick /RH",APP_TECH_ISSUE,,,representative,True,,9,154,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0106,2757619,2757617,771729,@SpotifyCares So this didn't happen before I updated my phone yesterday. Is there any way around this? If my phone is on silent surely this shouldn't happen?,"Customer: Hi @115888. Why does Spotify Lower the volume for a second when I close out of it or get a notification before going back to normal volume? I have a @132995 3 phone. what is the fix to this? I always have my phone on silent. | SpotifyCares: @771729 Hi Faizan! Can you let us know what Android and Spotify versions you're running? We'll check this out /CE | Customer: @SpotifyCares Spotify 8.4.26.770 armV7.

Oxygen 5.0
Android version 8.0.0 | SpotifyCares: @771729 Thanks for the info. We've checked this out, and this is expected behavior. This is so you don't miss out on any notifications from other apps while listening to your tunes. We'll be sure to pass on your comments to relevant folks /CE",APP_TECH_ISSUE,,,representative,True,,6,157,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0107,1089999,1090000,377164,"@SpotifyCares iPhone 6s Plus , iOS 11.0.2, and Spotify version 8.4.20.535","Customer: Why is @115888 skipping like a CD ? Highly confused 🤔 | SpotifyCares: @377164 Hi! We're here to help. What device, operating system, and Spotify version are you using? We'll see what we can suggest /RA",APP_TECH_ISSUE,,,representative,True,,4,73,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0108,939996,939996,342831,"@SpotifyCares Hey guys, i cant listen to any Metallica songs on the desktop App, but its available on webplayer / mobile App, can you help?",,APP_TECH_ISSUE,D,,representative,False,,6,139,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA: added boundary=D -- Metallica plays on webplayer/mobile but not desktop app, a genuine platform-parity variant of the content-vs-technical boundary.",False
CAND_0109,2317775,2317775,671960,"@SpotifyCares iOS 11.2 b2, playback won’t resume after being paused by call or video in other app. Have to force close Spotify and reopen",,APP_TECH_ISSUE,,,representative,False,,9,137,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0110,2859008,2859009,176103,@115888 @SpotifyCares Disregard. Found the link on your website for gifting. I was seeking it via the app previously.,Customer: @115888 @SpotifyCares If I wanted to gift a subscription to someone this fine #CyberMonday - how would I do so? 🎁,UNKNOWN_OTHER,,,representative,True,conversational/closure,3,117,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was APP_TECH_ISSUE): 'Disregard. Found the link...' is a self-resolved closure message, not an ongoing technical issue.",False
CAND_0111,1978628,1978628,524429,"@115888 any idea why my downloaded playlist just undownloads itself from time to time? Fine driving to work, gone tonight",,APP_TECH_ISSUE,,,representative,False,,2,121,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0112,1832902,1832902,549912,My Spotify web player isn't working and it's stuck on this add it lets me click songs and everything but it won't play it.@SpotifyCares,,APP_TECH_ISSUE,,,representative,False,,2,135,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
CAND_0113,387711,387711,207769,@115888 why can't my starred playlist on my iPhone start from the date added?,,FEATURE_FEEDBACK,,,representative,False,,4,77,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was APP_TECH_ISSUE): asks for a different default sort behavior for starred playlists -- a product-behavior request, not a malfunction report.",False
CAND_0114,1486684,1486684,465259,"@SpotifyCares New search is gr8, but when results are pending due to slow internet, a loading icon would be appreciated! Very frustrating UX",,FEATURE_FEEDBACK,,,representative,False,,2,140,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was APP_TECH_ISSUE): explicit UX-improvement suggestion ('a loading icon would be appreciated'), not a malfunction report.",False
CAND_0115,627564,627564,268632,Can @115888 please actually play the artist I chose to play and not 5 million other suggested tracks that I have to waste my skips on,,FEATURE_FEEDBACK,E,recommendation_personalization,representative,False,,2,133,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",QA CORRECTED (was APP_TECH_ISSUE): complaint about suggested-track behavior overriding the chosen artist -- an algorithmic-recommendation complaint per the guide's explicit rule.,False
CAND_0116,859650,859650,324106,@115888 where it at?,,UNKNOWN_OTHER,,,representative,False,ambiguous,5,20,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review.,False
CAND_0117,1950858,1950859,579404,@SpotifyCares Still the same. Shows Free sub only ??,"Customer: @SpotifyCares added my son to family group, he has accepted, but his account does not show it as Premium..still says Free. ??? | SpotifyCares: @579404 Hey there! Does logging out, restarting his device, and logging back in help at all? Let us know how that goes /TF",SUBSCRIPTION_BILLING,,,representative,True,,7,52,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",shows Free sub only despite paid entitlement -- corrected from heuristic UNKNOWN,False
CAND_0118,2284053,2284053,663752,You know what would be great? If @115888 would finally offer lossless music quality. 320 kbit/s just aren’t enough... https://t.co/NEB6mtJlI0,,FEATURE_FEEDBACK,,,representative,False,,2,141,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",requests lossless audio quality -- corrected from heuristic UNKNOWN,False
CAND_0119,2268730,2268730,660212,"hello @SpotifyCares , would mind to check and reply my DM please thank you",,UNKNOWN_OTHER,,,representative,False,ambiguous,2,74,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review. QA: subtype corrected from heuristic 'irrelevant/off-topic' to 'ambiguous' -- vague DM-check request with no identifiable topic.,False
CAND_0120,1959613,1959614,581289,@SpotifyCares That's not what i asked ^^ I'm looking for the mp3 file.,"Customer: @115888 Hi ! I'm having a question, where is the file where are all the song i'm downloading ? | SpotifyCares: @581289 Hey Max, help's here! You can find your downloaded music in Your Library under Songs. Check out the picture below for more info /JQ https://t.co/7TE1nSG5Xz",GENERAL_HOW_TO_INFO,,,representative,True,,5,70,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review. QA CORRECTED (was UNKNOWN_OTHER): context shows this is a continuation of a 'where do I find my downloaded music' how-to exchange ('I'm looking for the mp3 file').,False
CAND_0121,2198089,2198091,473996,@SpotifyCares tbf you have given only platitudes.  Yet more time wasted and no service.  You need to SPEAK with your customers.,Customer: @SpotifyCares spent three hours dealing with my hacked account.  now having to waste yet another evening. Won't talk to customers.  #poor | SpotifyCares: @473996 We've just sent you a bit more info over DM. We'll carry on helping out there /CO,UNKNOWN_OTHER,,,representative,True,irrelevant/off-topic,6,127,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review.,False
CAND_0122,1070389,1070389,372579,@SpotifyCares please check your direct messages ASAP. I have an issue with Spotify.,,UNKNOWN_OTHER,,,representative,False,irrelevant/off-topic,2,83,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review.,False
CAND_0123,187562,187565,160022,"@SpotifyCares Oh gee I didn't expect y'all to reply 💀💀
But I appreciate it! ❤️😂","Customer: FUCK U @117168 STOP ADVERTISING 'DEATH DAY' WHILE IM CLEANING THE DISHES @ 3 AM JESUS | Customer: @117168 NOW I CANT DO THE DISHES BC IM TOO SCARED | SpotifyCares: @160022 Hey there! Sorry, we didn't mean to scare you. We'll pass your feedback on to our Ads team /RS",UNKNOWN_OTHER,,,representative,True,conversational/closure,10,79,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review.,False
CAND_0124,2006124,2006124,481621,"I hope we get a Studio Version of ""What about us"". Maybe make it Spotify Single? @234 @115888",,CONTENT_CATALOG,,,representative,False,,9,93,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",wants a specific studio version/single added -- corrected from heuristic UNKNOWN,False
CAND_0125,1850476,1850476,529772,"Hey @115888, can we get all of Lil Wayne’s mixtapes?",,CONTENT_CATALOG,,,representative,False,,2,52,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",wants specific mixtapes added to catalog -- corrected from heuristic UNKNOWN,False
CAND_0126,2239652,2239652,653027,when is #reputation coming to @148611 ?,,CONTENT_CATALOG,,,representative,False,,2,39,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",asking when specific album is coming to catalog -- corrected from heuristic UNKNOWN,False
CAND_0127,2878323,2878324,798922,"@115888 You work with Alexa, right??",Customer: Instant access to millions of songs.,UNKNOWN_OTHER,,,representative,True,irrelevant/off-topic,3,36,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review.,False
CAND_0128,171135,171131,155923,@SpotifyCares What's the best one?,"Customer: @SpotifyCares I can't find my eq settings on my phone! (LG G4) | SpotifyCares: @155923 Hey Caden, thanks for the feedback. We can see how an equalizer setting would be handy, not only for your mobile but also on Spotify! It's definitely something for the team to consider, and we'll make sure it reaches them. Stay awesome 😁 /TI | Customer: @SpotifyCares Didn't you have one? I can't seem to find the settings now tho | SpotifyCares: @155923 Sorry for the confusion! Here are some steps to reach the equalizer setting on Spotify for your Android: Log in to Spotify &gt; Your Library &gt; Settings &gt; Music Quality &gt; Equalizer. Keep in mind these settings vary depending on your device. Let us know how you get on /TI | Customer: @SpotifyCares I don't see it! https://t.co/dtbDvfULQH | SpotifyCares: @155923 Thanks for the screenshot. Spotify uses the native Android equalizer. If your device doesn't have a native equalizer, you won't see the setting in Spotify. You'll need to use one of the third party equalizers available on Google Play. Any questions, just give us a shout /LO",UNKNOWN_OTHER,,,representative,True,ambiguous,8,34,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review. QA: subtype corrected from heuristic 'irrelevant/off-topic' to 'ambiguous' -- 'What's the best one?' has no resolvable referent.,False
CAND_0129,2049949,2049949,606203,hi~ can i ask if we can get a photo of @133324 that fits all the 7 members in the Spotify profile? @115888 @SpotifyCares,,CONTENT_CATALOG,F,,representative,False,,2,120,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","listener wants a group photo corrected on an artist's page -- corrected from heuristic UNKNOWN QA: added boundary=F -- listener asking for a group photo correction on an artist's profile, genuine artist-vs-content boundary example.",False
CAND_0130,326809,326809,193874,Would like to thank @SpotifyCares for being nice enough to credit the month we weren't able to use the service due to #HurricaneMaria.,,UNKNOWN_OTHER,,,representative,False,conversational/closure,2,134,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review. QA: subtype corrected from heuristic 'irrelevant/off-topic' to 'conversational/closure' -- pure thanks for a past accommodation, no active request.",False
CAND_0131,2280200,2280200,662869,@115888 I have a customer support request,,UNKNOWN_OTHER,,,representative,False,ambiguous,5,41,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review. QA: subtype corrected from heuristic 'irrelevant/off-topic' to 'ambiguous' -- announces a request without stating its content.,False
CAND_0132,1906064,1906065,417032,@115888 It feels like they lose data every certain period.,Customer: I have a strong feeling that @115888 often forgets my favorite songs 😐,APP_TECH_ISSUE,,short_continuation,representative,True,,11,58,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review. QA CORRECTED (was UNKNOWN_OTHER): context ('often forgets my favorite songs') clarifies this describes a data/sync loss malfunction, not an unresolvable message.",False
CAND_0133,1699326,1699327,515333,"@SpotifyCares It's working now, nvm. I tried a different browser and it was the same issue.",Customer: @SpotifyCares Website not working today? -- Trying to download the client... :( https://t.co/lU1HJ7FXKk | SpotifyCares: @515333 Hi Andrew! Can you try using a private browser? It's also worth trying on a different device. Let us know how it goes /XF,UNKNOWN_OTHER,,,representative,True,conversational/closure,4,91,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review. QA: subtype corrected from heuristic 'irrelevant/off-topic' to 'conversational/closure' -- self-resolved ('It's working now, nvm').",False
CAND_0134,2240443,2240449,125417,@SpotifyCares Now it's starting up minimized. at least a little bit better but still not what I want.,"Customer: @115888 how can I save the settings in your Mac App? I would like to disable the auto startup ""feature"", but I just won't save the setting. Thx in advance | SpotifyCares: @125417 Hi there. Can you let us know what device, OS X, and Spotify versions you're running? We'll see what we can suggest /LM | Customer: @SpotifyCares MBP 15“ Mid 2017, OS 10.13.1 and it‘s spotify version 1.0.67.582.g19436fa3 | SpotifyCares: @125417 Thanks for the info. Can you try reinstalling the app using the steps here: https://t.co/EqisDMwZAT? Let us know how it plays out /LM | Customer: @SpotifyCares No worries. Sure, I’ll give it a shot after work. Need to debug something now! Thx for your help!",FEATURE_FEEDBACK,,short_continuation,representative,True,,10,101,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review. QA CORRECTED (was UNKNOWN_OTHER): context shows an ongoing request to control app auto-startup behavior; 'still not what I want' is a continuation of that request, not closure.",False
CAND_0135,2725157,2725159,764290,"@SpotifyCares Its a Window10 PC, I've tried everything, forums, the lot, now considering ditching my subscription","Customer: @SpotifyCares Getting clicking and popping sounds on Spotify Premium (1.0.67.582.g19436fa3) Playback, reinstalled, Hardware Acceleration off, High Quality streaming off, 3 X spotify.exe? (PCSpec: https://t.co/oLFEccpXcX) https://t.co/DRmjvxyTJa | SpotifyCares: @764290 Hey Nick! What's the exact Spotify version you're using? Does logging out &gt; restarting your device &gt; logging back in help? /AY | Customer: @SpotifyCares 1.0.67.582.g19436fa3 as it is in my question",APP_TECH_ISSUE,,short_continuation,representative,True,,5,113,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","unknown_subtype auto-assigned by keyword/length heuristic during filler pass -- confirm during human review. QA CORRECTED (was UNKNOWN_OTHER): context shows this is a continuation of an active troubleshooting thread ('tried everything, forums, the lot').",False
CAND_0136,508845,508845,236870,Hi @SpotifyCares I think that N.E.R.D &amp; Rihanna’s ‘Lemon’ would be perfect on the “Today’s Top Hits” Playlist. Please can you add it on behalf of all the navy?,,FEATURE_FEEDBACK,E,,representative,False,,2,163,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA: added boundary=E -- wants a specific (already-catalogued) song placed on a curated playlist; curation/placement request, not catalog absence.",False
CAND_0137,2021155,2021156,597736,i would love that @115888 hire me,Customer: do u think i could make playlist making a career,UNKNOWN_OTHER,,,representative,True,irrelevant/off-topic,3,33,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was FEATURE_FEEDBACK): 'i would love that @115888 hire me' is a joke, not a genuine feature/policy request.",False
CAND_0138,1868960,1868960,558248,@115888 please bring back Julion Alvarez's music. I want to cry to his playlists on my way to work. 😭,,CONTENT_CATALOG,E,,representative,False,,2,101,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)","QA CORRECTED (was FEATURE_FEEDBACK): 'bring back [specific artist]'s music' concerns a specific catalog item being unavailable, not a product-behavior change -- distinct from generic 'bring back preview'-style feature requests.",False
CAND_0139,2616773,2616773,739606,Thinking it would be great if @115888 and @1016 collaborated to include songs and reading at 1 monthly price👌,,FEATURE_FEEDBACK,,,representative,False,,2,109,"stratified representative-coverage draw for this intent (priority signal-phrase + topic-keyword screen, seed=456)",,False
