golden_tweet_id,golden_customer_text,rank,similarity_score,retrieved_customer_tweet_id,retrieved_customer_text,retrieved_brand_tweet_id,retrieved_brand_text_raw,retrieved_thread_id,same_issue_yes_no,same_issue_notes,response_type,would_agent_use_as_evidence,similarity_correlates_with_usefulness_notes
544585,"Hey @115888 can the suggested songs not overkill the album i am actually keen on pkaying. 
Went:
Track want to hear
Suggested song
Suggested song 
Album track
Suggested song
Album track
Ad
Suggested song
Suggested song
Like really... not to mention the ad song ad crap ive had.",5,0.5704,1521351,@SpotifyCares You could at least play suggested tracks from artists that I actually listen to. I do not wanna go from Chris Brown to Katy Perry 😒,1521353,"@472888 We hear you loud and clear! We can't promise anything, but we'll pass your comments onto the relevant folks 😉 /JM",1521352,,,,,
1471765,@SpotifyCares It will take all of one artist and not start it until toward the end of the shuffle every time. Is there a way to make it simply random?,1,0.7151,2864071,"@SpotifyCares I usually play the albums on shuffle so not sure, but I've only recently started having this problem. Normally even after all the songs have shuffled through, the album just replays.",2864072,@271808 Thanks for letting us know. Could you try heading to your app's Settings &gt; Autoplay &gt; toggle off to see if it does the trick? There's more info on Autoplay at https://t.co/kiXUjgr1xh. Hope this helps /AR,639961,,,,,
1471765,@SpotifyCares It will take all of one artist and not start it until toward the end of the shuffle every time. Is there a way to make it simply random?,2,0.7103,1936042,@SpotifyCares you guys need a RANDOM button that literally just plays a random songs from all of spotify.,1936041,"@538336 Hey there, nice idea! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DQ",1936042,,,,,
1471765,@SpotifyCares It will take all of one artist and not start it until toward the end of the shuffle every time. Is there a way to make it simply random?,3,0.6726,2210998,"@115888 @SpotifyCares we ever going to get a ""block artist"" feature to go with the random radio feature? Because sometimes that algorithm serves up some...""music"" I never want to hear ever again.",2210997,"@646241 Hey there! We don't have any info to share, but we'll make sure to pass your feedback on to the team /RH",2210998,,,,,
1471765,@SpotifyCares It will take all of one artist and not start it until toward the end of the shuffle every time. Is there a way to make it simply random?,4,0.6648,2239708,"@SpotifyCares iPhone 6S, iOS11.1 and 8.4.25.906! It shuffles between the first 4 albums on the playlist, and if I start it from another song further down it’ll only shuffle the 4/5 albums around the song I’ve chosen :(",2239706,@653042 Thanks. Could you follow the steps at https://t.co/EqisDMwZAT to see if that makes a difference? Let us know how you get on /JE,2239711,,,,,
1471765,@SpotifyCares It will take all of one artist and not start it until toward the end of the shuffle every time. Is there a way to make it simply random?,5,0.6494,424392,"@SpotifyCares - my shuffle has gone all wonky again: Multi-thousand track playlist, shuffle only sees first half-dozen albums. Premium Sub.",424391,"@216008 Hey. Thanks for the feedback, we've passed this on! We'd also recommend continuing to show your support at: https://t.co/T3vZnSL3od /M",424392,,,,,
1988904,"@SpotifyCares one of my albums I'd accidentally listed under ""singles"" on my artist page. How can I fix that?",1,0.7464,2569033,@SpotifyCares My album is attributed to an artist who isn't me. What can I do to ensure this is fixed ASAP?,2569032,@728655 Hi! Sorry to hear it. We'd suggest reaching out to your distributor. They'll work with our team to make sure your page gets fixed up /NQ,2569033,,,,,
1988904,"@SpotifyCares one of my albums I'd accidentally listed under ""singles"" on my artist page. How can I fix that?",2,0.7017,452100,"@SpotifyCares hey ya'll, my top/recently played artists are still incorrect (I don't even know who they are) and I don't just want to hide my top artists. How do I fix this?",452099,"@222235 Hey, help's here! Could you DM us your account's username and email address? Also, could you let us know how long it's been showing incorrectly and how many artists are showing that you've never listened to? We'll check it /LJ https://t.co/ldFdZRiNAt",452100,,,,,
1988904,"@SpotifyCares one of my albums I'd accidentally listed under ""singles"" on my artist page. How can I fix that?",3,0.6828,2633310,"@SpotifyCares Could you please fix the band listing for #ThePeaceLife?  There are 2 artists, but they are listed as one.  One has 2 albums and the other has a single called ""green""
#thanks!",2633309,@743515 Hey! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. Let us know how it goes /DF,2633310,,,,,
1988904,"@SpotifyCares one of my albums I'd accidentally listed under ""singles"" on my artist page. How can I fix that?",4,0.669,1974576,"@SpotifyCares Here’s the right artist page:  https://t.co/I95jYaJEQI 

Here’s the EP that’s not appearing on my artist page:
 https://t.co/FBYhdoftHY",1974578,"@584752 Thanks. We'll get this reported. Hopefully this'll be sorted soon. In the meantime, give us a shout if we can help with anything else /MC",1974581,,,,,
1988904,"@SpotifyCares one of my albums I'd accidentally listed under ""singles"" on my artist page. How can I fix that?",5,0.6535,2329674,@SpotifyCares Hi my artist page is filled different artist with the same name. I own the artist page how can i request their songs be moved?,2329673,@674528 Hi Lee! We've replied to your DM. Make sure to check it out 🙂 /RI,2329674,,,,,
2280200,@115888 I have a customer support request,1,0.7274,1078171,@115888 Hello? Can I get some support?,1078170,@374349 Hi there! Can you DM us your account's email address? We'll take a look backstage /LM https://t.co/ldFdZRiNAt,1078171,,,,,
2280200,@115888 I have a customer support request,2,0.7013,1798651,@115888 is there any kind of customer service phone number,1798649,"@540444 Hey! We're afraid we don't offer any telephone support, but we can help via Twitter. Can you tell us more about what's happening? /RA",1798651,,,,,
2280200,@115888 I have a customer support request,3,0.6835,1198680,@115888 has a great customer service team,1198679,"@182128 Aww, thanks for the kind words! You're making us blush. Give us a shout for anything else. We're... https://t.co/fgy8YvXib9 😍 /JS",1198680,,,,,
2280200,@115888 I have a customer support request,4,0.6553,2868819,"@115888 I need your help, i have a problem with my account.",2868818,@796693 Hey Ciuck! What's happening exactly? Can you DM us your account's email address? We'd love to lend a hand 🙂 /KC https://t.co/ldFdZRiNAt,2868819,,,,,
2280200,@115888 I have a customer support request,5,0.629,1198662,@115888 I'm having problem with my subscription. I need someone to help me.,1198661,@401641 @115888 Hi! We've just responded to your DM. Let's keep chatting there /WW,1198662,,,,,
