"# guide_assessment is an audit opinion against the current guide, not a new gold label.",The existing_human_label column is the only authoritative label.,,,,,,,
example_id,tweet_id,existing_human_label,guide_assessment,status,basis_tier,rule_reference,notes,material_to_baseline
139,2287363,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
140,2481551,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
141,370884,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
142,584160,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
143,822275,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 143 in CONTENT_CATALOG positive examples (line 244), stating it as CONTENT_CATALOG",Guide directly cites this example by number.,
144,1471768,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
145,2776184,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 145 in Edge Case 1 examples (line 527), stating it as ACCOUNT_ACCESS",Guide directly cites this example by number.,
146,1858085,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
147,2082992,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
148,2633304,APP_TECH_ISSUE,SUBSCRIPTION_BILLING,POSSIBLE,GUIDE_RULE_GENERAL,APP_TECH_ISSUE Section 3 boundary rule vs SUBSCRIPTION_BILLING (Technical flow errors): 'cannot complete a payment/subscription/entitlement task because of a billing/subscription problem -> SUBSCRIPTION_BILLING',"Same pattern as Ex 40: a family-plan invite form validation error ('Please match requested format') blocking a subscription/entitlement action. Plausible SUBSCRIPTION_BILLING basis under the technical-flow-errors rule, but genuinely close to a generic APP_TECH_ISSUE form bug since it isn't a payment/billing-details page specifically.",no: one flip within a 69-example class (APP_TECH_ISSUE)
149,1464505,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
150,1350243,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
151,2038450,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
152,42722,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
153,2057141,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
154,653060,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
155,1767702,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
156,15747,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
157,379485,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
158,700429,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 158 in SUBSCRIPTION_BILLING near-miss examples (line 165), stating it as FEATURE_FEEDBACK",Guide directly cites this example by number.,
159,456859,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
160,1193136,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 160 in GENERAL_HOW_TO_INFO positive examples (line 368), stating it as GENERAL_HOW_TO_INFO",Guide directly cites this example by number.,
161,2790795,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
162,70681,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
163,2275484,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
164,2836,UNPARSEABLE,UNKNOWN_OTHER,UNRESOLVABLE,GUIDE_EX_CITATION,"guide cites this example as Ex 164 in UNKNOWN_OTHER diagnostic flags (ambiguous) (line 405), stating it as UNKNOWN_OTHER",Row's existing label could not be reliably parsed; guide nonetheless cites this example directly.,
165,2057101,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
166,499252,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
167,1386932,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
168,747174,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 168 in UNKNOWN_OTHER negative examples (NOT unknown) (line 411), stating it as ACCOUNT_ACCESS",Guide directly cites this example by number.,
169,695445,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
170,508877,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
171,1649898,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
172,2613382,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 172 in UNKNOWN_OTHER negative examples (confirmed genuinely unknown) (line 412), stating it as UNKNOWN_OTHER",Guide directly cites this example by number.,
173,1517952,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
174,1935417,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
175,2912388,UNKNOWN_OTHER,APP_TECH_ISSUE,MISMATCH,GUIDE_WORKED_EXAMPLE,"Edge Case 2 -- Vague 'Fix Your App' Messages: 'Message implies something is broken/malfunctioning, or there is no clear evidence of a design complaint -> APP_TECH_ISSUE (default)'; worked example 'fix your app please' -> APP_TECH_ISSUE (Ex 279)","'fix ya servers' is structurally identical to the guide's own 'fix your app please' example -- vague, implies something broken, no design-criticism language -- which the guide explicitly defaults to APP_TECH_ISSUE, not UNKNOWN_OTHER.",no: one flip within a 64-example class (UNKNOWN_OTHER)
176,2182149,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
177,2491602,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
178,2139020,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
179,1903401,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
180,858,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
181,1023992,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
182,1547087,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
183,338326,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
184,156980,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
185,1040182,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
186,1096237,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 186 in CONTENT_CATALOG near-miss examples (line 251), stating it as FEATURE_FEEDBACK",Guide directly cites this example by number.,
187,160547,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 187 in FEATURE_FEEDBACK positive examples (line 291), stating it as FEATURE_FEEDBACK",Guide directly cites this example by number.,
188,2910941,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
189,2008749,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
190,86367,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
191,206559,FEATURE_FEEDBACK,GENERAL_HOW_TO_INFO,POSSIBLE,GUIDE_RULE_GENERAL,GENERAL_HOW_TO_INFO 'Use this when' signal phrase 'Is it possible to...?' / 'Is there a way to...?' vs FEATURE_FEEDBACK recommendation/personalization boundary rule,"'is there a way to stop particular ads...' mirrors the exact tension the post-golden taxonomy review identified between golden-set CAND_0177 (stayed FEATURE_FEEDBACK) and CAND_0186 (moved to GENERAL_HOW_TO_INFO) -- a pattern the candidate explicitly decided NOT to resolve with a new rule, since the two golden examples themselves disagreed. This example sits in that same deliberately-unresolved space.",no: one flip within a 49-example class (FEATURE_FEEDBACK)
192,2295012,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
193,53127,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
194,2472599,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 194 in APP_TECH_ISSUE positive examples (line 197), stating it as APP_TECH_ISSUE",Guide directly cites this example by number.,
195,2872873,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 195 in FEATURE_FEEDBACK positive examples (line 293), stating it as FEATURE_FEEDBACK; also cited consistently in 1 other place(s)",Guide directly cites this example by number.,
196,2509485,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
197,2793291,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
198,2355309,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
199,169718,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
200,1835104,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
201,719824,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 201 in Edge Case 3 examples (line 572), stating it as GENERAL_HOW_TO_INFO",Guide directly cites this example by number.,
202,95800,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
203,1464514,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 203 in ACCOUNT_ACCESS positive examples (line 110), stating it as ACCOUNT_ACCESS",Guide directly cites this example by number.,
204,573784,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
205,2402487,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 205 in Edge Case 3 examples (line 571), stating it as ACCOUNT_ACCESS",Guide directly cites this example by number.,
206,633745,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
207,2448604,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 207 in FEATURE_FEEDBACK positive examples (line 287), stating it as FEATURE_FEEDBACK; also cited consistently in 1 other place(s)",Guide directly cites this example by number.,
208,66020,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
209,1587585,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 209 in APP_TECH_ISSUE near-miss examples (line 204), stating it as FEATURE_FEEDBACK",Guide directly cites this example by number.,
210,328673,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
211,1758255,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
212,283255,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
213,1027105,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
214,2774589,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
215,2198057,SUBSCRIPTION_BILLING,FEATURE_FEEDBACK,POSSIBLE,GUIDE_RULE_GENERAL,SUBSCRIPTION_BILLING 'Do NOT use this when' list: no specific disputed charge stated,"Message expresses an opinion about ad spend ('dont waste money advertising to me... give me dank tunez') with no disputed charge or billing complaint at all. Could plausibly be FEATURE_FEEDBACK (an informal policy suggestion) or UNKNOWN_OTHER (rambling, off-topic praise-adjacent chatter); genuinely unclear which.",no: one flip within a 33-example class (SUBSCRIPTION_BILLING)
216,2609466,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 216 in CONTENT_CATALOG positive examples (line 243), stating it as CONTENT_CATALOG",Guide directly cites this example by number.,
217,1742924,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
218,1825624,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
219,2391982,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
220,820225,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 220 in SUBSCRIPTION_BILLING positive examples (line 158), stating it as SUBSCRIPTION_BILLING",Guide directly cites this example by number.,
221,2836360,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
222,2507517,APP_TECH_ISSUE,UNKNOWN_OTHER,POSSIBLE,GUIDE_RULE_GENERAL,"Edge Case 4 rule: message that primarily closes/acknowledges, even without a resolved outcome, is UNKNOWN_OTHER + conversational/closure unless still making an actionable request","'spent like an hour searching... nothing seems to be working. Thank you though' reads as closing the interaction after an unsuccessful self-help attempt, with 'Thank you though' signaling closure and no explicit new ask. Genuinely ambiguous versus reading 'nothing seems to be working' as a fresh APP_TECH_ISSUE report.",no: one flip within a 69-example class (APP_TECH_ISSUE)
223,2011791,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
224,1355015,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 224 in FEATURE_FEEDBACK positive examples (line 288), stating it as FEATURE_FEEDBACK",Guide directly cites this example by number.,
225,338713,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
226,954619,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 226 in UNKNOWN_OTHER diagnostic flags (conversational/closure) (line 406), stating it as UNKNOWN_OTHER; also cited consistently in 1 other place(s)",Guide directly cites this example by number.,
227,459144,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
228,128869,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 228 in FEATURE_FEEDBACK positive examples (line 294), stating it as FEATURE_FEEDBACK",Guide directly cites this example by number.,
229,57562,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
230,2793286,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
231,1296388,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 231 in GENERAL_HOW_TO_INFO positive examples (line 371), stating it as GENERAL_HOW_TO_INFO",Guide directly cites this example by number.,
232,2337279,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 232 in CONTENT_CATALOG positive examples (line 246), stating it as CONTENT_CATALOG",Guide directly cites this example by number.,
233,1798156,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
234,1886335,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
235,1544677,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
236,2466907,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
237,1694974,SUBSCRIPTION_BILLING,APP_TECH_ISSUE,MISMATCH,GUIDE_WORKED_EXAMPLE,"APP_TECH_ISSUE Section 3 boundary rule (Technical flow errors), worked example: 'the signup page crashes every time I try to continue' -> APP_TECH_ISSUE","'I can not load up the web page' blocking Hulu activation is a generic page-load technical failure, matching the guide's own 'the signup page crashes every time I try to continue' example (assigned APP_TECH_ISSUE), not the payment-declined/billing-details-error pattern the guide assigns to SUBSCRIPTION_BILLING.",no: one flip within a 33-example class (SUBSCRIPTION_BILLING)
238,2316492,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
239,2472578,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
240,396226,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
241,1474840,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
242,925101,UNKNOWN_OTHER,APP_TECH_ISSUE,POSSIBLE,GUIDE_RULE_GENERAL,Operational Rule for Short Continuations: inherit the established topic when preceding context resolves it,"'Still doesn't work' (replying to a restart/reinstall suggestion) mirrors the exact pattern flagged as an unresolved post-golden inconsistency for golden-set CAND_0064 ('Still does it after reinstall... any help on this?' -> human labeled GENERAL_HOW_TO_INFO despite continuing an APP_TECH_ISSUE thread, with no explanatory notes). The candidate explicitly chose not to write a rule resolving that case, so this example sits in the same deliberately-unresolved space rather than being confidently reclassifiable.",no: one flip within a 64-example class (UNKNOWN_OTHER)
243,817721,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
244,1903983,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 244 in Edge Case 3 examples (line 570), stating it as APP_TECH_ISSUE",Guide directly cites this example by number.,
245,323490,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
246,1850755,CONTENT_CATALOG,APP_TECH_ISSUE,MISMATCH,GUIDE_WORKED_EXAMPLE,"CONTENT_CATALOG boundary rule vs APP_TECH_ISSUE: 'Song exists but won't play, errors when streaming -> APP_TECH_ISSUE'; near-miss example 'Song exists but won't play, just skips' -> APP_TECH_ISSUE","'this whole album won't play even when I put it in a playlist' is a direct match to the guide's own 'song exists but won't play' near-miss example, which the guide explicitly assigns to APP_TECH_ISSUE, not CONTENT_CATALOG.",no: one flip within a 27-example class (CONTENT_CATALOG)
247,886340,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
248,2363292,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
249,1241231,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 249 in Edge Case 4 examples (line 595), stating it as UNKNOWN_OTHER",Guide directly cites this example by number.,
250,703164,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 250 in ACCOUNT_ACCESS near-miss examples (line 118), stating it as GENERAL_HOW_TO_INFO; also cited consistently in 1 other place(s)",Guide directly cites this example by number.,
251,1374250,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
252,1241233,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
253,2419611,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
254,787980,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
255,2114139,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
256,2853016,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
257,2301131,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 257 in ACCOUNT_ACCESS positive examples (line 112), stating it as ACCOUNT_ACCESS",Guide directly cites this example by number.,
258,1064062,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
259,1897838,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
260,1589493,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
261,2629138,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
262,884031,CONTENT_CATALOG,CONTENT_CATALOG,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
263,1065556,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
264,1473425,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 264 in SUBSCRIPTION_BILLING near-miss examples (line 164), stating it as GENERAL_HOW_TO_INFO; also cited consistently in 1 other place(s)",Guide directly cites this example by number.,
265,590142,UNPARSEABLE,,UNRESOLVABLE,NONE,,Row's existing_human_label could not be reliably parsed (see Step 1 parsing rule: no exact match to a frozen label found in the UNKNOWN Subtype Flags or Human Decision / Gold Label columns).,
266,1653574,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
267,2052905,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
268,2250140,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
269,844361,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
270,1869655,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
271,2287710,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
272,2283758,GENERAL_HOW_TO_INFO,GENERAL_HOW_TO_INFO,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
273,450059,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 273 in ARTIST_SUPPORT near-miss examples (line 337), stating it as APP_TECH_ISSUE",Guide directly cites this example by number.,
274,1981573,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
275,2950629,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 275 in UNKNOWN_OTHER diagnostic flags (context_dependent) (line 408), stating it as UNKNOWN_OTHER",Guide directly cites this example by number.,
276,2095146,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
277,671400,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 277 in Promotion boundary examples (line 431), stating it as FEATURE_FEEDBACK",Guide directly cites this example by number.,
278,1173243,CONTENT_CATALOG,FEATURE_FEEDBACK,MISMATCH,GUIDE_RULE_GENERAL,FEATURE_FEEDBACK boundary rule vs CONTENT_CATALOG/ARTIST_SUPPORT (Recommendations vs Metadata): 'complaints about algorithmic recommendations or personalization behavior are FEATURE_FEEDBACK',"Complaint that an algorithmically-generated Discover Weekly playlist included an irrelevant (wrong-language) track -- the same 'unwanted item in an algorithmic playlist' pattern as guide-consistent golden-set examples (e.g. random audiobook chapters in Release Radar), which the recommendation/personalization boundary rule assigns to FEATURE_FEEDBACK, not CONTENT_CATALOG.",no: one flip within a 27-example class (CONTENT_CATALOG)
279,1677493,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 279 in Edge Case 2 examples (line 549), stating it as APP_TECH_ISSUE",Guide directly cites this example by number.,
280,1859304,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
281,1303862,ARTIST_SUPPORT,ARTIST_SUPPORT,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 281 in ARTIST_SUPPORT positive examples (line 332), stating it as ARTIST_SUPPORT",Guide directly cites this example by number.,
282,1263456,FEATURE_FEEDBACK,FEATURE_FEEDBACK,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
283,392713,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
284,1427800,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
285,1963906,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
286,387703,ACCOUNT_ACCESS,ACCOUNT_ACCESS,MATCH,GUIDE_EX_CITATION,"guide cites this example as Ex 286 in Edge Case 1 examples (line 530), stating it as ACCOUNT_ACCESS",Guide directly cites this example by number.,
287,930758,UNKNOWN_OTHER,UNKNOWN_OTHER,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
288,2861265,APP_TECH_ISSUE,APP_TECH_ISSUE,MATCH,NONE,,General guide application found no specific rule or example pointing to a different label.,
